Quarters,STATE,RATE,URL
Q1 2020,PA,2.2,/nchs/pressroom/states/pennsylvania/pa.htm
Q1 2020,RI,1.4,/nchs/pressroom/states/rhodeisland/ri.htm
Q1 2020,SC,1.8,/nchs/pressroom/states/southcarolina/sc.htm
Q1 2020,SD,,/nchs/pressroom/states/southdakota/sd.htm
Q1 2020,TN,1.5,/nchs/pressroom/states/tennessee/tn.htm
Q1 2020,TX,1.3,/nchs/pressroom/states/texas/tx.htm
Q1 2020,UT,0.9,/nchs/pressroom/states/utah/ut.htm
Q1 2020,VT,7.6,/nchs/pressroom/states/vermont/vt.htm
Q1 2020,VA,2.4,/nchs/pressroom/states/virginia/va.htm
Q1 2020,WA,12.4,/nchs/pressroom/states/washington/wa.htm
Q1 2020,WV,,/nchs/pressroom/states/westvirginia/wv.htm
Q1 2020,WI,2.3,/nchs/pressroom/states/wisconsin/wi.htm
Q1 2020,WY,,/nchs/pressroom/states/wyoming/wy.htm
